-3376100,-4797672,Ghezni Province,
-3376100,11007896,Ghazni,1
-3375130,11007889,Wilayat-e Faryab,2
-3375130,-4796031,Velayat-e Faryab,
-3375130,-4809676,Maimana,
-3375130,-4796032,Faryab Province,
-3375130,9291909,Faryab,1
-3375130,-4796003,Fariab,
-3375093,11007888,Wilayat-e Farah,2
-3375093,-4795957,Velayat-e Farah,
-3375093,-4796131,Ferrah Province,
-3375093,13439272,Farah,
-3375093,522856,Farah,1
-3370073,11007886,Wilayat-e Bamyan,2
-3370073,-4787283,Velayat-e Bamian,
-3370073,-4787294,Bamyan Province,
-3370073,11007887,Bamyan,1
-3370073,-4787287,Bamiyan,
-3370073,523023,Bamian,
-3370023,11007936,Wilayat-e Balkh,2
-3370023,-4787197,Velayat-e Balkh,
-3370023,-4810714,Mazar-i-Sharif,
-3370023,-4788404,Belkh Province,
-3370023,523157,Balkh,1
-3369771,11007885,Wilayat-e Baghlan,2
-3369771,-4786803,Velayat-e Baghlan,
-3369771,-4816300,Pul-i-Khumri,
-3369771,-4788330,Beghlan Province,
-3369771,-4786805,Baghland and Pul-i-Khumri,
-3369771,-4786804,Baghlan and Pulekhumri,
-3369771,-4786797,Baghlan,
-3369771,13439269,Baghlan,1
-3369597,11007883,Wilayat-e Badghis,2
-3369597,-4786556,Velayat-e Badghisat,
-3369597,-4786554,Velayat-e Badghis,
-3369597,-4786558,Badghis Province,
-3369597,9291910,Badghis,1
-3369597,-4786552,Badgheassaat Province,
-3369558,11070603,Wilayat-e Badakhshan,2
-3369558,-4786498,Velayat-e Badakhshan,
-3369558,-4788296,Bedekhshan Province,
-3369558,523196,Badakhshan,1
-3369558,-4786497,Badakhsan,
-3368393,11962629,`Alisheng Wuleswali,
-3368393,6309688,`Alisheng-Oluswali,
-3368393,-4784685,`Alisheng,1
-3368393,6309687,Alishang-Ulusvali,
-3368393,9131789,`Alishang Oluswali,
-3368393,-4784680,Alishang,
-3368393,-4784664,`Aliseng,
-3368393,6309686,Alisang Oluswali,
-3368393,-4784656,Alisang,
-3367926,300204,Republic of Afghanistan,
-3367926,-4783898,Kingdom of Afghanistan,
-3367926,9307034,Jomhuri-ye Eslami-ye Afghanestan,
-3367926,-4783891,Jomhuri-ye Demowkratik-e Afghanestan,
-3367926,-4783900,Jomhuri-ye Afghanestan,
-3367926,11008028,Jamhuri-ye Islami-ye Afghanistan,
-3367926,-4783899,Islamic State of Afghanistan,
-3367926,9307033,Islamic Republic of Afghanistan,2
-3367926,-4783889,Dowlat-e Padshahi-ye Afghanestan,
-3367926,300214,Dowlat-e Eslami-ye Afghanestan,
-3367926,-4783897,Doulat i Jumhouri ye Afghanistan,
-3367926,-4783896,Democratic Republic of Afghanistan,
-3367926,11008031,De Afghanistan Islami Jumhuriyat,
-3367926,-4791694,Da Afghanestan Shahi Dowlat,
-3367926,14031673,Afghanistan,1
-3367926,-4783888,Afghanestan,
6240773,11007950,Wilayat-e Khost,2
6240773,11039351,Welayat-e Khost,
6240773,6266208,Velayat-e Khowst,
6240773,11007952,Khost,1
6240774,11007953,Wilayat-e Nuristan,2
6240774,6266209,Velayat-e Nurestan,
6240774,11007955,Nuristan,1
6240774,14540157,Nuristan,
6240774,14540158,Nurestan,
6240774,14540159,Kafiristan,
9092805,6306112,Acin Oluswali,
9092805,12005262,Achin Wuleswali,
9092805,6306113,Achin-Ulusvali,
9092805,9104996,Achin,
9092805,12003965,Achin,1
10471834,11007975,Wilayat-e Panjshayr,4
10471834,11007971,Panjshir Province,2
10471834,11007977,Panjshir,1
10471834,11007978,Panjshayr,3
10471835,11007980,Wilayat-e Daykundi,2
10471835,11007988,Daykundi,1
10536036,11129163,Arghanj Khwah,1
10536097,11129164,Argo,1
10536098,11129165,Baharak,1
10536099,11129166,Darayim,1
10536100,11129167,Darwaz-e Bala,1
10536101,11129168,Darwaz-e Pa'in,1
10536102,11129169,Faizabad,1
10536103,11129170,Ishkashim,1
10536104,11129172,Jurm,1
10536106,11129233,Khash,1
10536108,11129235,Khwahan,1
10536110,11129237,Kiran wa Munjan,1
10536113,11129240,Kishim,1
10536114,11129242,Kohistan,1
10536116,11129243,Kuf Ab,1
10536118,11129245,Raghistan,1
10536120,11129248,Shahr-e Buzurg,1
10536122,11129249,Shighnan,1
10536123,11129251,Shiki,1
10536124,11129254,Shuhada,1
10536125,11129255,Tagab,1
10536126,11129256,Tashkan,1
10536128,11129258,Wakhan,1
10536130,11129260,Warduj,1
10536135,11129265,Yaftal-e Sufla,1
10536169,11129343,Yamgan,1
10536170,11129346,Yawan,1
10536171,11129347,Zaybak,1
10536219,11129436,Ab-e Kamari,1
10536221,11129438,Ghormach,1
10536382,13257027,Jowand,1
10536382,11129441,Jawand,
10536631,11129809,Muqur,1
10536633,11129903,Murghab,1
10536634,11129904,Qadis,1
10536635,11129905,Qal`ah-ye Now,1
10536696,11130176,Andarab,1
10536757,11130177,Baghlan-e Jadid,1
10536759,11130179,Burkah,1
10536761,11130181,Dahanah-ye Ghori,1
10536762,11130182,Deh-e Salah,1
10536763,11130184,Doshi,1
10536764,11130185,Firing wa Gharu,1
10536765,13254795,Guzargah-e Nur,1
10536765,11130186,Gozargah-e Nur,
10536766,11130187,Khinjan,1
10536767,11130188,Khost wa Firing,1
10536768,11130189,Khwajah Hijran,1
10536768,12124157,Jalgah,
10536769,11130190,Nahrin,1
10536770,11130191,Pul-e Hisar,1
10536771,11130192,Pul-e Khumri,1
10536772,11130333,Talah wa Barfak,1
10536773,11130335,Bamyan,1
10536774,11130336,Kahmard,1
10536775,11130337,Panjab,1
10536776,11130338,Sayghan,1
10536777,11130339,Shaybar,1
10536778,11130340,Waras,1
10536779,11130341,Yakawlang,1
10536780,11130342,Anar Darah,1
10536781,11130343,Bakwah,1
10536782,13254792,Bala Buluk,1
10536782,11130344,Bala Boluk,
10536783,11130345,Farah,1
10536784,11130346,Gulistan,1
10536785,13254798,Khak-e Safed,1
10536785,11130347,Khak-e Safayd,
10536786,11130348,Lash-e Juwayn,1
10536787,11130349,Pur Chaman,1
10536788,11130350,Pusht-e Rod,1
10536789,11130351,Qal`ah-ye Kah,1
10536790,11130352,Shayb Koh,1
10536791,11130353,Khan-e Chahar Bagh,1
10536792,11130354,Almar,1
10536793,11130355,Andkhoy,1
10536794,11130356,Bal Chiragh,1
10536795,11130357,Dowlatabad,1
10536796,11130358,Gurziwan,1
10536797,11130359,Khwajah Sabz Posh,1
10536798,11130360,Kohistan,1
10536799,11130361,Maimanah,1
10536800,11130362,Pashtun Kot,1
10536858,11130448,Qaisar,1
10536859,11130449,Qaram Qol,1
10536860,11130450,Qurghan,1
10536861,11130451,Shirin Tagab,1
10536862,11130473,Ab Band,1
10536864,11130474,Ajristan,1
10536865,11130475,Andar,1
10536866,12132695,Jaghatu,
10536866,11130476,Bahram-e Shahid,1
10536867,11130477,Deh Yak,1
10536869,11130479,Ghazni,1
10536870,11130480,Giro,1
10536871,11130481,Jaghuri,1
10536874,11130484,Khwajah `Omari,1
10536875,11130485,Malistan,1
10536897,11130487,Muqer,1
10536898,11130488,Nawah,1
10536899,11130489,Nawur,1
10536901,11130491,Qarah Bagh,1
10536903,11130633,Rashidan,1
10536905,11130635,Waghaz,1
10536907,11130637,Wali Muhammad Shahid Khugyani,1
10536909,11130639,Zanakhan,1
10536910,11130640,Chaghcharan,1
10536911,11130641,Chahar Sadah,1
10536912,13184063,Du Lainah,1
10536912,11130642,Do Lainah,
10536913,11130643,Dowlatyar,1
10536915,11130645,La`l wa Sar Jangal,1
10536916,11130646,Pasaband,1
10536917,11130647,Saghar,1
10536923,11130673,Shahrak,1
10536926,11130677,Tulak,1
10536929,11130680,Baghran,1
10536931,11130682,Dishu,1
10536932,11130685,Garm Ser,1
10536940,11130692,Kajaki,1
10536941,11130693,Lashkar Gah,1
10536942,11130694,Musa Qal`ah,1
10536943,11130695,Nad `Ali,1
10536944,11130696,Nahr-e Saraj,1
10536945,11130697,Nawah-ye Barakzai,1
10536946,11130698,Now Zad,1
10536947,11130699,Reg-e Khan Neshin,1
10536947,12131765,Rayg-e Khan Neshin,
10536948,11130700,Sangin,1
10536949,11130701,Washer,1
10536950,11130702,Adraskan,1
10536951,11130703,Chisht-e Sharif,1
10536952,11130704,Farsi,1
10536953,13254794,Ghoriyan,1
10536953,11130705,Ghorian,
10536954,11130706,Gulran,1
10536955,11130707,Herat,1
10536956,11130708,Injil,1
10536957,11130709,Karukh,1
10536958,13255315,Kuhsan,1
10536958,11130710,Kohsan,
10536959,12124172,Rabat-e Sangi,
10536959,11130768,Kushk,1
10536960,13254786,Kushk-e Kuhnah,1
10536960,11130769,Kushk-e Kohnah,
10536961,11130770,Nizam-e Shahid,
10536961,12097955,Guzarah,1
10536962,11130771,Obeh,1
10536963,11130772,Pashtun Zarghun,1
10536964,11130773,Shindand,1
10536965,11130774,Zindah Jan,1
10536966,12007962,Woluswali-ye Bagrami,
10536966,11130775,Bagrami,1
10536967,11130776,Chahar Asyab,1
10536967,11523111,Chahar Asiab,
10536968,11130777,Deh-e Sabz,1
10536969,11130778,Farzah,1
10536970,11130779,Gul Darah,1
10536971,11130780,Istalif,1
10536972,11130781,Kabul,1
10536973,11130782,Kalakan,1
10536974,11130783,Khak-e Jabar,1
10536975,11130784,Mir Bachah Kot,1
10536976,11130785,Musahi,1
10536997,11130786,Paghman,1
10536998,11130787,Qarah Bagh,1
10537000,11130789,Shakar Darah,1
10537001,11130790,Alah Say,1
10537002,11130791,Hisah-ye Awal-e Kohistan,1
10537003,13184126,Hisah-ye Duwum-e Kohistan,1
10537003,11130792,Hisah-e Dowum-e Kohistan,
10537004,11130813,Koh Band,1
10537005,11130815,Mahmud-e Raqi,1
10537006,13254787,Nijrab,1
10537006,11130816,Nejrab,
10537007,11130817,Tagab,1
10537096,11132061,Shah Wali Kot,1
10537173,11132081,Azrah,1
10537174,11132082,Baraki Barak,1
10537175,11132083,Charkh,1
10537176,11132084,Kharwar,1
10537177,11132085,Khoshi,1
10537178,11132086,Muhammad Aghah,1
10537179,11132087,Pul-e `Alam,1
10537181,11132089,Bati Kot,1
10537182,13254791,Bihsud,1
10537182,11132090,Behsud,
10537183,11132091,Chaparhar,1
10537184,11132092,Darah-ye Nur,1
10537185,11132093,Deh Bala,1
10537196,11132106,Dur Baba,1
10537197,11132335,Goshtah,1
10537198,11132555,Hisarak,1
10537199,11132556,Jalalabad,1
10537200,11132557,Kamah,1
10537201,11132558,Khugyani,1
10537201,12097959,Khugiani,
10537202,11132559,Kot,1
10537203,11132560,Kuz Kunar,1
10537204,11132561,La`lpur,1
10537205,11132562,Mohmand Darah,1
10537206,11132563,Nazyan,
10537206,13264370,Naziyan,1
10537206,12097957,Nazian,
10537207,11132564,Pachir wa Agam,1
10537208,11132565,Rodat,1
10537209,11132566,Sherzad,1
10537210,11132567,Shinwar,1
10537211,11132568,Surkh Rod,1
10537212,11132569,Chahar Burjak,1
10537213,11132570,Chakhansur,1
10537214,11132571,Kang,1
10537215,11132572,Khash Rod,1
10537216,11132573,Zaranj,1
10537217,11132574,Arghandab,1
10537218,11132575,Arghistan,1
10537219,11132576,Daman,1
10537220,11132577,Ghorak,1
10537221,11132578,Kandahar,1
10537222,11132579,Khakrez,1
10537223,11132580,Ma`ruf,1
10537224,13276861,Maywand,1
10537224,11132581,Maiwand,
10537225,11132582,Mya Neshin,1
10537225,12097960,Miya Neshin,
10537226,11132583,Nesh,1
10537227,11132584,Panjwa'i,1
10537228,11132585,Registan,1
10537228,13427228,Reg,
10537228,12131766,Raygistan,
10537237,11132062,Shorabak,1
10537238,11132063,Spin Boldak,1
10537239,12131759,Zharey,1
10537239,11132064,Zharay,
10537240,11132065,`Aliabad,1
10537241,12097961,Dasht-e Archi,1
10537241,11132066,Archi,
10537242,11132067,Chahar Darah,1
10537243,11132068,Imam Sahib,1
10537244,11132069,Khanabad,1
10537245,11132070,Kunduz,1
10537246,11132071,Qal`ah-ye Zal,1
10537247,11132072,Baharak,1
10537248,11132593,Bangi,1
10537249,11132594,Chah Ab,1
10537250,11132595,Chal,1
10537251,11132596,Darqad,1
10537252,11132597,Dasht-e Qal`ah,1
10537253,11132598,Farkhar,1
10537254,11132599,Hazar Sumuch,1
10537255,11132600,Ishkamish,1
10537256,11132601,Kalafgan,1
10537257,11132602,Khwajah Bahawuddin,1
10537258,11132603,Khwajah Ghar,1
10537259,11132604,Namak Ab,1
10537260,11132605,Rustaq,1
10537261,13255319,Taluqan,1
10537261,11132606,Taloqan,
10537262,11132607,Warsaj,1
10537263,11132608,Yangi Qal`ah,1
10537264,11132609,Chak-e Wardak,1
10537265,11132610,Daymirdad,1
10537266,13254796,Hisah-ye Awal-e Bihsud,1
10537266,11132611,Hisah-e Awal-e Behsud,
10537267,11132612,Jaghatu,1
10537268,11132633,Jalrayz,1
10537269,11132634,Maidan Shahr,1
10537270,13255304,Markaz-e Bihsud,1
10537270,11132635,Markaz-e Behsud,
10537271,11132636,Nerkh,1
10537272,11132637,Sayyidabad,1
10537273,11132638,Arghandab,1
10537274,13673730,Atghar,1
10537274,11132639,Atghar,
10537275,11132640,Daychopan,1
10537276,11132641,Khak-e Afghan,
10537276,12100613,Kakar,1
10537697,11132642,Mizan,1
10537698,11132643,Now Bahar,1
10537699,11132644,Qalat,1
10537700,11132645,Shah Joy,1
10537701,11132646,Shamulzai,1
10537702,11132647,Shinkai,1
10537703,11132648,Tarnek wa Jaldak,1
10537704,11132649,Bermal,1
10537705,11132650,Dilah wa Khoshamand,
10537705,12100614,Dilah,1
10537706,13185764,Giyan,1
10537706,11132651,Gian,
10537707,11132652,Gomal,1
10537708,11133113,Jani Khel,1
10537709,13487583,Muta Khan,1
10537709,11133114,Mota Khan,
10537710,11133115,Nikeh,1
10537711,11133116,Omnah,1
10537712,12132703,Urgun,1
10537712,11133117,Orgun,
10537713,11133118,Sar Rowzah,1
10537714,11133119,Sarobi,1
10537715,11133120,Sharan,1
10537716,11133124,Terwo,1
10537717,11133125,Wazah Khwah,1
10537718,11133126,Wur Mamay,1
10537719,11133130,Yahya Khel,1
10537720,11133131,Yosuf Khel,1
10537721,11133132,Zarghun Shahr,1
10537722,11133156,Ziruk,1
10537723,11133157,Balkh,1
10537724,11133158,Chahar Bolak,1
10537725,11133159,Chahar Kent,1
10537726,11133164,Chimtal,1
10537727,11133165,Dehdadi,1
10537728,11133166,Dowlatabad,1
10537729,11133167,Kaldar,1
10537730,11133168,Khulm,1
10537731,11133169,Kishindeh,1
10537732,11133170,Marmul,1
10537733,11133171,Mazar-e Sharif,1
10537734,11133175,Nahr-e Shahi,1
10537735,11133176,Shahrak-e Hairatan,1
10537736,11133177,Sholgarah,1
10537737,11133178,Shor Tepah,1
10537737,12130843,Shor Tapah,
10537738,11133179,Zari,1
10537739,11133180,Aqchah,1
10537740,11133181,Darzab,1
10537741,11133182,Faizabad,1
10537742,11133183,Khamyab,1
10537742,12100615,Khamiab,
10537743,13673732,Khanaqah,1
10537743,11133184,Khanaqa,
10537744,13184124,Khwajah Du Koh,1
10537744,11133185,Khwajah Do Koh,
10537745,11133186,Mardian,1
10537746,13674064,Mingajik,1
10537746,11133187,Mingajik,
10537747,11133188,Qarqin,1
10537748,11133189,Qush Tepah,1
10537748,12100616,Qush Tapah,
10537749,11133190,Shibirghan,1
10537750,11133191,Aibak,1
10537751,11133192,Darah-ye Suf-e Bala,1
10537752,11133333,Darah-ye Suf-e Pa'in,1
10537753,11133334,Fayroz Nakhchir,1
10537754,11133335,Hazrat-e Sultan,1
10537755,11133336,Khuram wa Sar Bagh,1
10537756,13184125,Ruy Duab,1
10537756,11133337,Ruy Do Ab,
10537877,11133338,Balkhab,1
10537878,11133339,Gosfandi,1
10537879,11133340,Kohistanat,1
10537880,11133341,Sangcharak,1
10537881,11133342,Sar-e Pul,1
10537882,11133343,Sayad,1
10537883,11133344,Sozmah Qal`ah,1
10537884,11133345,Asadabad,1
10537887,11133348,Bar Kunar,1
10537887,12132702,Asmar,
10537888,11133349,Chapah Darah,1
10537889,11133354,Tsowkey,1
10537890,11133355,Dangam,1
10537891,11133356,Darah-ye Pech,1
10537892,11133357,Ghaziabad,1
10537893,11133358,Khas Kunar,1
10537894,11133359,Marawarah,1
10537895,11133361,Narang,1
10537896,11133367,Nari,
10537896,13674060,Naray,1
10537897,11133369,Nurgal,1
10537898,11133370,Sar Kani,1
10537899,11133371,Shigal wa Sheltan,1
10537900,13674066,Wutahpur,1
10537900,11133372,Watahpur,
10537901,11133376,`Alingar,1
10537903,11133378,Dowlat Shah,1
10537904,11133379,Mehtar Lam,1
10537905,11133381,Qarghah'i,1
10537907,11133383,Ahmadabad,1
10537908,11133384,Tsamkani,1
10537909,12100618,Dand Patan,1
10537909,11133385,Dand - Patan,
10537910,11133386,Gardez,1
10537911,11133387,Jaji,1
10537912,11133388,Jani Khel,1
10537913,12100975,Lajah Ahmad Khel,1
10537913,11133392,Lajah - Ahmad Khel,
10537914,11133413,Sayyid Karam,1
10537915,11133414,Shwak,1
10537916,11133418,Dzadran,1
10537937,11133419,Zurmat,1
10537938,11133423,Bak,1
10537939,11133427,Gurbuz,1
10537940,11133428,Jaji Maidan,1
10537941,12124106,Matun,
10537941,11133429,Khost,1
10537945,11133433,Manduzai,1
10537945,12124288,Isma`il Khel,
10537946,11133434,Musa Khel,1
10537946,12124410,Mangal,
10537947,11133435,Nadir Shah Kot,1
10537948,11133436,Qalandar,1
10537949,12126883,Ya`qubi,
10537949,11133437,Sabari,1
10537950,11133438,Shamul,1
10537950,12126947,Dzadran,
10537951,11133440,Sperah,1
10537952,11133441,Tanai,1
10537953,11133442,Terayzai,1
10537953,12131189,`Ali Sher,
10537954,11133444,Barg-e Matal,1
10537955,13184060,Du Ab,1
10537955,11133445,Do Ab,
10537957,11133446,Kamdesh,1
10537958,11133448,Mandol,1
10537959,11133449,Nurgaram,1
10537960,12121994,Parun,1
10537960,11133450,Nuristan,
10537961,11133451,Wama,1
10537962,11133452,Waygal,1
10537963,11133477,Chorah,1
10537964,11133478,Deh Rawud,1
10537965,11133479,Khas Uruzgan,1
10537966,11133480,Shahid-e Hasas,1
10537967,11133481,Tarin Kot,1
10537968,11133482,Bagram,1
10537969,11133483,Charikar,1
10537970,11133484,Jabal us Saraj,1
10537971,11133485,Koh-e Safi,1
10537972,11133489,Salang,1
10537973,12102196,Sayyid Khel,1
10537973,11133490,Sayyid Khayl,
10537974,11133492,Shaykh `Ali,1
10537975,11133813,Shinwari,1
10537976,13255318,Siyahgird Ghorband,1
10537976,11133814,Siahgird Ghorband,
10538257,11133815,Surkh-e Parsa,1
10538258,11133816,Gayti,1
10538259,11133817,Gizab,1
10538260,11133818,Ishtarlay,1
10538261,11133819,Kajran,1
10538262,11133820,Khedir,
10538262,13257033,Khadir,1
10538263,11133821,Mir Amor,1
10538264,11133822,Nili,1
10538265,11133823,Sang-e Takht,1
10538267,11133825,Shahristan,1
10538269,11133827,`Unabah,1
10538270,11133828,Bazarak,1
10538271,12102198,Hisah-e Awal,
10538271,11133829,Darah,1
10538272,11133832,Khinj,1
10538273,11133853,Parian,1
10538274,11133854,Rukhah,1
10538275,11133855,Shutul,1
11426166,13495757,Taywarah,1
